schemaVersion,recordType,content.title,content.authors,content.paper_url,content.github_url,content.github_stars,content.published_date,content.primary_category,collectedAt
1.0,RESEARCH_PAPER,Fast gapped-read alignment with Bowtie 2,"Ben Langmead, Steven L. Salzberg",https://www.ncbi.nlm.nih.gov/pmc/articles/3322381,https://github.com/pytorch/pytorch,102942,2012-03-04T00:00:00Z,Genomics and Phylogenetic Studies,2026-09-12T12:45:40.771540+00:00
1.0,RESEARCH_PAPER,The neighbor-joining method: a new method for reconstructing phylogenetic trees.,"Naruya Saitou, M Nei",https://academic.oup.com/mbe/article-pdf/4/4/406/11167444/7sait.pdf,https://github.com/tensorflow/tensor2tensor,17472,1987-07-01T00:00:00Z,Genetic diversity and population structure,2026-09-12T12:45:40.771540+00:00
1.0,RESEARCH_PAPER,Gradient-based learning applied to document recognition,"Yann LeCun, Léon Bottou, Yoshua Bengio, Patrick Haffner",https://hal.science/hal-03926082/document,https://github.com/karpathy/nanoGPT,63012,1998-01-01T00:00:00Z,Handwritten Text Recognition Techniques,2026-09-12T12:45:40.771540+00:00
1.0,RESEARCH_PAPER,Gene set enrichment analysis: A knowledge-based approach for interpreting genome-wide expression profiles,"Aravind Subramanian, Pablo Tamayo, Vamsi K. Mootha, Sayan Mukherjee, Benjamin L. Ebert, Michael A. Gillette",https://www.ncbi.nlm.nih.gov/pmc/articles/1239896,https://github.com/huggingface/diffusers,34499,2005-09-30T00:00:00Z,Bioinformatics and Genomic Networks,2026-09-12T12:45:40.771540+00:00
1.0,RESEARCH_PAPER,STAR: ultrafast universal RNA-seq aligner,"Alexander Dobin, Carrie Davis, Felix Schlesinger, Jörg Drenkow, Chris Zaleski, Sonali Jha",https://www.ncbi.nlm.nih.gov/pmc/articles/3530905,https://github.com/langchain-ai/langchain,146186,2012-10-25T00:00:00Z,Genomics and Phylogenetic Studies,2026-09-12T12:45:40.771540+00:00
1.0,RESEARCH_PAPER,Cytoscape: A Software Environment for Integrated Models of Biomolecular Interaction Networks,"Paul Shannon, Andrew Markiel, Owen Ozier, Nitin S. Baliga, Jonathan T. Wang, Daniel Ramage",https://genome.cshlp.org/content/13/11/2498.full.pdf,https://github.com/run-llama/llama_index,52131,2003-11-01T00:00:00Z,Bioinformatics and Genomic Networks,2026-09-12T12:45:40.771540+00:00
1.0,RESEARCH_PAPER,Research electronic data capture (REDCap)—A metadata-driven methodology and workflow process for providing translational research informatics support,"Paul A. Harris, Robert Taylor, Robert J. Thielke, Jonathon Payne, Nathaniel Gonzalez, José G. Conde",https://www.ncbi.nlm.nih.gov/pmc/articles/2700030,https://github.com/huggingface/transformers,165161,2008-10-01T00:00:00Z,Biomedical Text Mining and Ontologies,2026-09-12T12:45:40.771540+00:00
1.0,RESEARCH_PAPER,XGBoost,"Tianqi Chen, Carlos Guestrin",http://dl.acm.org/ft_gateway.cfm?id=2939785&type=pdf,https://github.com/vllm-project/vllm,91560,2016-08-08T00:00:00Z,Machine Learning and Data Classification,2026-09-12T12:45:40.771540+00:00
1.0,RESEARCH_PAPER,A new look at the statistical model identification,Hirotugu Akaike,https://repositorio.unal.edu.co/handle/unal/75703,https://github.com/meta-llama/llama,59606,1974-12-01T00:00:00Z,Fault Detection and Control Systems,2026-09-12T12:45:40.771540+00:00
1.0,RESEARCH_PAPER,MAFFT Multiple Sequence Alignment Software Version 7: Improvements in Performance and Usability,"Kazutaka Katoh, Daron M. Standley",https://academic.oup.com/mbe/article-pdf/30/4/772/6420419/mst010.pdf,https://github.com/mistralai/mistral-src,10829,2013-01-16T00:00:00Z,Genomics and Phylogenetic Studies,2026-09-12T12:45:40.771540+00:00
1.0,RESEARCH_PAPER,MEGA6: Molecular Evolutionary Genetics Analysis Version 6.0,"Koichiro Tamura, Glen Stecher, Daniel S. Peterson, Alan Filipski, Sudhir Kumar",https://academic.oup.com/mbe/article-pdf/30/12/2725/19498310/mst197.pdf,https://github.com/openai/whisper,108936,2013-10-16T00:00:00Z,Genomics and Phylogenetic Studies,2026-09-12T12:45:40.771540+00:00
1.0,RESEARCH_PAPER,Firm Resources and Sustained Competitive Advantage,Jay B. Barney,http://www.portafolio.co/economia/finanzas/agro-paso-2014-perspectivas-2015-36382,https://github.com/CompVis/stable-diffusion,73418,1991-03-01T00:00:00Z,Innovation and Knowledge Management,2026-09-12T12:45:40.771540+00:00
1.0,RESEARCH_PAPER,Highly accurate protein structure prediction with AlphaFold,"John Jumper, Richard Evans, Alexander Pritzel, Tim Green, Michael Figurnov, Olaf Ronneberger",https://www.nature.com/articles/s41586-021-03819-2.pdf,https://github.com/QwenLM/Qwen,21710,2021-07-15T00:00:00Z,Protein Structure and Dynamics,2026-09-12T12:45:40.771540+00:00
1.0,RESEARCH_PAPER,MUSCLE: multiple sequence alignment with high accuracy and high throughput,R. C. Edgar,https://academic.oup.com/nar/article-pdf/32/5/1792/7055030/gkh340.pdf,https://github.com/deepseek-ai/DeepSeek-LLM,7250,2004-03-08T00:00:00Z,Genomics and Phylogenetic Studies,2026-09-12T12:45:40.771540+00:00
1.0,RESEARCH_PAPER,AI-Assisted Pipeline for Dynamic Generation of Trustworthy Health Supplement Content at Scale,"Kefallinos, Dionysios, Alexandris, Georgios, Maras, Alexis, Chaidos, Panagiotis, Gomony, Manil Dev, Corporaal, Henk",https://arxiv.org/pdf/1810.04805,https://github.com/ggerganov/llama.cpp,127960,2018-10-11T00:00:00Z,Topic Modeling,2026-09-12T12:45:40.771540+00:00
1.0,RESEARCH_PAPER,Gene Ontology: tool for the unification of biology,"Michael Ashburner, Catherine A. Ball, Judith A. Blake, David Botstein, H. Butler, J. Michael Cherry",https://www.ncbi.nlm.nih.gov/pmc/articles/3037419,https://github.com/pytorch/pytorch,102942,2000-05-01T00:00:00Z,Bioinformatics and Genomic Networks,2026-09-12T12:45:40.771540+00:00
1.0,RESEARCH_PAPER,edgeR : a Bioconductor package for differential expression analysis of digital gene expression data,"Mark D. Robinson, Davis J. McCarthy, Gordon K. Smyth",https://academic.oup.com/bioinformatics/article-pdf/26/1/139/48851299/bioinformatics_26_1_139.pdf,https://github.com/tensorflow/tensor2tensor,17472,2009-11-11T00:00:00Z,Gene expression and cancer classification,2026-09-12T12:45:40.771540+00:00
1.0,RESEARCH_PAPER,"Introduction to Mediation, Moderation, and Conditional Process Analysis: A Regression-Based Approach",Andrew F. Hayes,https://ci.nii.ac.jp/ncid/BB1323391X,https://github.com/karpathy/nanoGPT,63012,2013-05-06T00:00:00Z,Advanced Statistical Modeling Techniques,2026-09-12T12:45:40.771540+00:00
1.0,RESEARCH_PAPER,limma powers differential expression analyses for RNA-sequencing and microarray studies,"Matthew E. Ritchie, Belinda Phipson, Di Wu, Yifang Hu, Charity W. Law, Wei Shi",https://academic.oup.com/nar/article-pdf/43/7/e47/7207289/gkv007.pdf,https://github.com/huggingface/diffusers,34499,2015-01-20T00:00:00Z,Molecular Biology Techniques and Applications,2026-09-12T12:45:40.771540+00:00
1.0,RESEARCH_PAPER,Coefficient Alpha and the Internal Structure of Tests,Lee J. Cronbach,https://link.springer.com/content/pdf/10.1007/BF02310555.pdf,https://github.com/langchain-ai/langchain,146186,1951-09-01T00:00:00Z,Psychometric Methodologies and Testing,2026-09-12T12:45:40.771540+00:00
1.0,RESEARCH_PAPER,Consolidated criteria for reporting qualitative research (COREQ): a 32-item checklist for interviews and focus groups,"Allison Tong, Peter Sainsbury, Jonathan C. Craig",https://academic.oup.com/intqhc/article-pdf/19/6/349/5070113/mzm042.pdf,https://github.com/run-llama/llama_index,52131,2007-09-14T00:00:00Z,Meta-analysis and systematic reviews,2026-09-12T12:45:40.771540+00:00
1.0,RESEARCH_PAPER,Microsoft COCO: Common Objects in Context,"Tsung-Yi Lin, Michael Maire, Serge Belongie, James Hays, Pietro Perona, Deva Ramanan",https://link.springer.com/content/pdf/10.1007%2F978-3-319-10602-1_48.pdf,https://github.com/huggingface/transformers,165161,2014-01-01T00:00:00Z,Advanced Neural Network Applications,2026-09-12T12:45:40.771540+00:00
1.0,RESEARCH_PAPER,Crystal structure refinement with SHELXL,George M. Sheldrick,http://journals.iucr.org/c/issues/2015/01/00/fa3356/fa3356.pdf,https://github.com/vllm-project/vllm,91560,2014-12-30T00:00:00Z,X-ray Diffraction in Crystallography,2026-09-12T12:45:40.771540+00:00
1.0,RESEARCH_PAPER,PRISMA Extension for Scoping Reviews (PRISMA-ScR): Checklist and Explanation,"Andrea C. Tricco, Erin Lillie, Wasifa Zarin, Kelly K. O’Brien, Heather Colquhoun, Danielle Levac",https://eprints.whiterose.ac.uk/id/eprint/136633/1/PRISMA_ScR_Manuscript_July6th_clean_1_.pdf,https://github.com/meta-llama/llama,59606,2018-09-03T00:00:00Z,Delphi Technique in Research,2026-09-12T12:45:40.771540+00:00
1.0,RESEARCH_PAPER,Model Selection and Multimodel Inference: A Practical Information-Theoretic Approach,"Fred S. Guthery, Kenneth P. Burnham, David Anderson",https://doi.org/10.2307/3802723,https://github.com/mistralai/mistral-src,10829,2003-07-01T00:00:00Z,Neural Networks and Applications,2026-09-12T12:45:40.771540+00:00
1.0,RESEARCH_PAPER,Support-vector networks,"Corinna Cortes, Vladimir Vapnik",https://link.springer.com/content/pdf/10.1007/BF00994018.pdf,https://github.com/openai/whisper,108936,1995-09-01T00:00:00Z,Neural Networks and Applications,2026-09-12T12:45:40.771540+00:00
1.0,RESEARCH_PAPER,The Protein Data Bank,Helen M. Berman,https://www.ncbi.nlm.nih.gov/pmc/articles/102472,https://github.com/CompVis/stable-diffusion,73418,2000-01-01T00:00:00Z,Protein Structure and Dynamics,2026-09-12T12:45:40.771540+00:00
1.0,RESEARCH_PAPER,"MEGA5: Molecular Evolutionary Genetics Analysis Using Maximum Likelihood, Evolutionary Distance, and Maximum Parsimony Methods","Koichiro Tamura, Daniel G. Peterson, Nora Peterson, Glen Stecher, M Nei, Sudhir Kumar",https://www.ncbi.nlm.nih.gov/pmc/articles/3203626,https://github.com/QwenLM/Qwen,21710,2011-05-04T00:00:00Z,Genomics and Phylogenetic Studies,2026-09-12T12:45:40.771540+00:00
1.0,RESEARCH_PAPER,KEGG: Kyoto Encyclopedia of Genes and Genomes,Minoru Kanehisa,https://academic.oup.com/nar/article-pdf/28/1/27/9895154/280027.pdf,https://github.com/deepseek-ai/DeepSeek-LLM,7250,2000-01-01T00:00:00Z,Microbial Metabolic Engineering and Bioproduction,2026-09-12T12:45:40.771540+00:00
1.0,RESEARCH_PAPER,SciPy 1.0: fundamental algorithms for scientific computing in Python,"Pauli Virtanen, Ralf Gommers, Travis E. Oliphant, Matt Haberland, Tyler Reddy, David Cournapeau",https://doi.org/10.1038/s41592-019-0686-2,https://github.com/ggerganov/llama.cpp,127960,2020-02-03T00:00:00Z,Computational Physics and Python Applications,2026-09-12T12:45:40.771540+00:00
1.0,RESEARCH_PAPER,clusterProfiler: an R Package for Comparing Biological Themes Among Gene Clusters,"Guangchuang Yu, Li-Gen Wang, Yanyan Han, Qing‐Yu He",https://www.ncbi.nlm.nih.gov/pmc/articles/3339379,https://github.com/pytorch/pytorch,102942,2012-03-28T00:00:00Z,Bioinformatics and Genomic Networks,2026-09-12T12:45:40.771540+00:00
1.0,RESEARCH_PAPER,MEGA X: Molecular Evolutionary Genetics Analysis across Computing Platforms,"Sudhir Kumar, Glen Stecher, Michael Li, Christina Knyaz, Koichiro Tamura",https://academic.oup.com/mbe/article-pdf/35/6/1547/25091958/msy096.pdf,https://github.com/tensorflow/tensor2tensor,17472,2018-05-01T00:00:00Z,Genomics and Phylogenetic Studies,2026-09-12T12:45:40.771540+00:00
1.0,RESEARCH_PAPER,The CLUSTAL_X windows interface: flexible strategies for multiple sequence alignment aided by quality analysis tools,Julie Thompson,https://academic.oup.com/nar/article-pdf/25/24/4876/4897770/25-24-4876.pdf,https://github.com/karpathy/nanoGPT,63012,1997-12-15T00:00:00Z,Genomics and Phylogenetic Studies,2026-09-12T12:45:40.771540+00:00
1.0,RESEARCH_PAPER,"AutoDock Vina: Improving the speed and accuracy of docking with a new scoring function, efficient optimization, and multithreading","Oleg Trott, Arthur J. Olson",https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/jcc.21334,https://github.com/huggingface/diffusers,34499,2009-06-04T00:00:00Z,Computational Drug Discovery Methods,2026-09-12T12:45:40.771540+00:00
1.0,RESEARCH_PAPER,DADA2: High-resolution sample inference from Illumina amplicon data,"Benjamin J. Callahan, Paul J. McMurdie, Michael Rosen, Andrew Han, Amy Jo A Johnson, Susan Holmes",https://www.ncbi.nlm.nih.gov/pmc/articles/4927377,https://github.com/langchain-ai/langchain,146186,2016-05-23T00:00:00Z,Gut microbiota and health,2026-09-12T12:45:40.771540+00:00
1.0,RESEARCH_PAPER,Scoping studies: towards a methodological framework,"Hilary Arksey, Lisa O’Malley",https://eprints.whiterose.ac.uk/1618/1/Scopingstudies.pdf,https://github.com/run-llama/llama_index,52131,2005-02-01T00:00:00Z,Mental Health and Patient Involvement,2026-09-12T12:45:40.771540+00:00
1.0,RESEARCH_PAPER,Diffusion of Innovations 1,"Everett M. Rogers, Arvind Singhal, Margaret M. Quinlan",https://papers.ssrn.com/sol3/Delivery.cfm?abstractid=1496176,https://github.com/huggingface/transformers,165161,2019-03-14T00:00:00Z,Economic Development and Digital Transformation,2026-09-12T12:45:40.771540+00:00
1.0,RESEARCH_PAPER,Cutadapt removes adapter sequences from high-throughput sequencing reads,Marcel Martin,https://journal.embnet.org/index.php/embnetjournal/article/download/200/458,https://github.com/vllm-project/vllm,91560,2011-05-02T00:00:00Z,Genomics and Phylogenetic Studies,2026-09-12T12:45:40.771540+00:00
1.0,RESEARCH_PAPER,PLINK: A Tool Set for Whole-Genome Association and Population-Based Linkage Analyses,"Shaun Purcell, Benjamin M. Neale, Katherine EO Todd-Brown, L. Odong Thomas, Manuel A. R. Ferreira, D.B. Bender",http://www.cell.com/article/S0002929707613524/pdf,https://github.com/meta-llama/llama,59606,2007-08-08T00:00:00Z,Genetic Associations and Epidemiology,2026-09-12T12:45:40.771540+00:00
1.0,RESEARCH_PAPER,Emergence of Scaling in Random Networks,"Albert-Ĺaszló Barabási, Réka Albert",https://arxiv.org/pdf/cond-mat/9910332,https://github.com/mistralai/mistral-src,10829,1999-10-15T00:00:00Z,Complex Network Analysis Techniques,2026-09-12T12:45:40.771540+00:00
1.0,RESEARCH_PAPER,A new criterion for assessing discriminant validity in variance-based structural equation modeling,"Jörg Henseler, Christian M. Ringle, Marko Sarstedt",https://link.springer.com/content/pdf/10.1007/s11747-014-0403-8.pdf,https://github.com/openai/whisper,108936,2014-08-21T00:00:00Z,Technology Adoption and User Behaviour,2026-09-12T12:45:40.771540+00:00
1.0,RESEARCH_PAPER,QIIME allows analysis of high-throughput community sequencing data,"J. Gregory Caporaso, Justin Kuczynski, Jesse Stombaugh, Kyle Bittinger, Frederic D. Bushman, Elizabeth K. Costello",https://www.ncbi.nlm.nih.gov/pmc/articles/3156573,https://github.com/CompVis/stable-diffusion,73418,2010-04-11T00:00:00Z,Genomics and Phylogenetic Studies,2026-09-12T12:45:40.771540+00:00
1.0,RESEARCH_PAPER,The SILVA ribosomal RNA gene database project: improved data processing and web-based tools,"Christian Quast, Elmar Pruesse, Pelin Yilmaz, Jan Gerken, Timmy Schweer, Pablo Yarza",https://academic.oup.com/nar/article-pdf/41/D1/D590/3690367/gks1219.pdf,https://github.com/QwenLM/Qwen,21710,2012-11-27T00:00:00Z,Genomics and Phylogenetic Studies,2026-09-12T12:45:40.771540+00:00
1.0,RESEARCH_PAPER,RAxML version 8: a tool for phylogenetic analysis and post-analysis of large phylogenies,Alexandros Stamatakis,https://academic.oup.com/bioinformatics/article-pdf/30/9/1312/48923136/bioinformatics_30_9_1312.pdf,https://github.com/deepseek-ai/DeepSeek-LLM,7250,2014-01-21T00:00:00Z,Genomics and Phylogenetic Studies,2026-09-12T12:45:40.771540+00:00
1.0,RESEARCH_PAPER,The Cochrane Collaboration's tool for assessing risk of bias in randomised trials,"Julian P. T. Higgins, Doug Altman, Peter C Gøtzsche, Peter Jüni, David Moher, Andrew D Oxman",https://www.bmj.com/content/bmj/343/bmj.d5928.full.pdf,https://github.com/ggerganov/llama.cpp,127960,2011-10-18T00:00:00Z,Meta-analysis and systematic reviews,2026-09-12T12:45:40.771540+00:00
1.0,RESEARCH_PAPER,Asymptotic and resampling strategies for assessing and comparing indirect effects in multiple mediator models,"Kristopher J. Preacher, Andrew F. Hayes",https://link.springer.com/content/pdf/10.3758/BRM.40.3.879.pdf,https://github.com/pytorch/pytorch,102942,2008-08-01T00:00:00Z,Attachment and Relationship Dynamics,2026-09-12T12:45:40.771540+00:00
1.0,RESEARCH_PAPER,BERT: Pre-training of Deep Bidirectional Transformers for Language Understanding,"Jacob Devlin, Ming‐Wei Chang, Kenton Lee, Kristina Toutanova",https://doi.org/10.18653/v1/n19-1423,https://github.com/tensorflow/tensor2tensor,17472,2019-01-01T00:00:00Z,Topic Modeling,2026-09-12T12:45:40.771540+00:00
1.0,RESEARCH_PAPER,Standards and guidelines for the interpretation of sequence variants: a joint consensus recommendation of the American College of Medical Genetics and Genomics and the Association for Molecular Pathology,"Sue Richards, Nazneen Aziz, Sherri J. Bale, David Bick, Soma Das, Julie M. Gastier‐Foster",https://www.gimjournal.org/article/S1098-3600(21)03031-8/pdf,https://github.com/karpathy/nanoGPT,63012,2015-03-05T00:00:00Z,Genomics and Rare Diseases,2026-09-12T12:45:40.771540+00:00
1.0,RESEARCH_PAPER,RoB 2: a revised tool for assessing risk of bias in randomised trials,"Jonathan A C Sterne, Jelena Savović, Matthew J. Page, Roy G. Elbers, Natalie Blencowe, Isabelle Boutron",https://www.bmj.com/content/bmj/366/bmj.l4898.full.pdf,https://github.com/huggingface/diffusers,34499,2019-08-28T00:00:00Z,Meta-analysis and systematic reviews,2026-09-12T12:45:40.771540+00:00
1.0,RESEARCH_PAPER,SMOTE: Synthetic Minority Over-sampling Technique,"Nitesh V. Chawla, Kevin W. Bowyer, Lawrence Hall, W. Philip Kegelmeyer",https://www.jair.org/index.php/jair/article/download/10302/24590,https://github.com/langchain-ai/langchain,146186,2002-06-01T00:00:00Z,Imbalanced Data Classification Techniques,2026-09-12T12:45:40.771540+00:00
1.0,RESEARCH_PAPER,Histograms of Oriented Gradients for Human Detection,"Navneet Dalal, Bill Triggs",https://inria.hal.science/inria-00548512,https://github.com/run-llama/llama_index,52131,2005-07-27T00:00:00Z,Video Surveillance and Tracking Methods,2026-09-12T12:45:40.771540+00:00
1.0,RESEARCH_PAPER,Coot : model-building tools for molecular graphics,"Paul Emsley, Kevin Cowtan",http://journals.iucr.org/d/issues/2004/12/01/ba5070/ba5070.pdf,https://github.com/huggingface/transformers,165161,2004-11-26T00:00:00Z,Enzyme Structure and Function,2026-09-12T12:45:40.771540+00:00
1.0,RESEARCH_PAPER,Como Elaborar Projetos de Pesquisa,Antônio Carlos Gil,https://biblioteca.slmandic.edu.br/biblioteca/acervo/detalhe/44345,https://github.com/vllm-project/vllm,91560,2010-01-01T00:00:00Z,Business and Management Studies,2026-09-12T12:45:40.771540+00:00
