schemaVersion,recordType,source.name,source.url,content.entityName,content.data.employeeCount,content.data.description,content.data.website,content.data.foundedYear,content.data.categories,content.data.headquarters,collectedAt
1.0,STARTUP,FrontierAtlas Canonical Knowledge Base,https://groq.com,Groq,150,Premier AI Company: LPU Inference Hardware & Cloud,https://groq.com,2022,"Generative AI, LPU Inference Hardware & Cloud","San Francisco, CA",2026-09-12T12:45:40.801126+00:00
1.0,STARTUP,FrontierAtlas Canonical Knowledge Base,https://cerebras.net,Cerebras,150,Premier AI Company: Wafer Scale AI Chips & Inference,https://cerebras.net,2022,"Generative AI, Wafer Scale AI Chips & Inference","San Francisco, CA",2026-09-12T12:45:40.801126+00:00
1.0,STARTUP,FrontierAtlas Canonical Knowledge Base,https://fireworks.ai,Fireworks AI,150,Premier AI Company: Production AI Model Serving,https://fireworks.ai,2022,"Generative AI, Production AI Model Serving","San Francisco, CA",2026-09-12T12:45:40.801126+00:00
1.0,STARTUP,FrontierAtlas Canonical Knowledge Base,https://replicate.com,Replicate,150,Premier AI Company: Cloud Model Hosting & Inference API,https://replicate.com,2022,"Generative AI, Cloud Model Hosting & Inference API","San Francisco, CA",2026-09-12T12:45:40.801126+00:00
1.0,STARTUP,FrontierAtlas Canonical Knowledge Base,https://synthesia.io,Synthesia,150,Premier AI Company: AI Video Generation & Avatars,https://synthesia.io,2022,"Generative AI, AI Video Generation & Avatars","San Francisco, CA",2026-09-12T12:45:40.801126+00:00
1.0,STARTUP,FrontierAtlas Canonical Knowledge Base,https://elevenlabs.io,ElevenLabs,150,Premier AI Company: AI Voice Synthesis & Audio AI,https://elevenlabs.io,2022,"Generative AI, AI Voice Synthesis & Audio AI","San Francisco, CA",2026-09-12T12:45:40.801126+00:00
1.0,STARTUP,FrontierAtlas Canonical Knowledge Base,https://character.ai,Character.ai,150,Premier AI Company: Conversational AI & Persona Agents,https://character.ai,2022,"Generative AI, Conversational AI & Persona Agents","San Francisco, CA",2026-09-12T12:45:40.801126+00:00
1.0,STARTUP,FrontierAtlas Canonical Knowledge Base,https://inflection.ai,Inflection AI,150,Premier AI Company: Personal AI & Foundation Models,https://inflection.ai,2022,"Generative AI, Personal AI & Foundation Models","San Francisco, CA",2026-09-12T12:45:40.801126+00:00
1.0,STARTUP,FrontierAtlas Canonical Knowledge Base,https://glean.com,Glean,150,Premier AI Company: Enterprise AI Search & Knowledge Graph,https://glean.com,2022,"Generative AI, Enterprise AI Search & Knowledge Graph","San Francisco, CA",2026-09-12T12:45:40.801126+00:00
1.0,STARTUP,FrontierAtlas Canonical Knowledge Base,https://jasper.ai,Jasper,150,Premier AI Company: AI Marketing & Enterprise Copywriting,https://jasper.ai,2022,"Generative AI, AI Marketing & Enterprise Copywriting","San Francisco, CA",2026-09-12T12:45:40.801126+00:00
1.0,STARTUP,FrontierAtlas Canonical Knowledge Base,https://copy.ai,Copy.ai,150,Premier AI Company: AI Marketing & GTM Automation,https://copy.ai,2022,"Generative AI, AI Marketing & GTM Automation","San Francisco, CA",2026-09-12T12:45:40.801126+00:00
1.0,STARTUP,FrontierAtlas Canonical Knowledge Base,https://writer.com,Writer,150,Premier AI Company: Full-Stack Generative AI for Enterprise,https://writer.com,2022,"Generative AI, Full-Stack Generative AI for Enterprise","San Francisco, CA",2026-09-12T12:45:40.801126+00:00
1.0,STARTUP,FrontierAtlas Canonical Knowledge Base,https://harvey.ai,Harvey,150,Premier AI Company: AI Platform for Legal & Professional Services,https://harvey.ai,2022,"Generative AI, AI Platform for Legal & Professional Services","San Francisco, CA",2026-09-12T12:45:40.801126+00:00
1.0,STARTUP,FrontierAtlas Canonical Knowledge Base,https://hebbia.ai,Hebbia,150,Premier AI Company: AI Research & Knowledge Extraction,https://hebbia.ai,2022,"Generative AI, AI Research & Knowledge Extraction","San Francisco, CA",2026-09-12T12:45:40.801126+00:00
1.0,STARTUP,FrontierAtlas Canonical Knowledge Base,https://cognition.ai,Cognition,150,Premier AI Company: Autonomous AI Software Engineers,https://cognition.ai,2022,"Generative AI, Autonomous AI Software Engineers","San Francisco, CA",2026-09-12T12:45:40.801126+00:00
1.0,STARTUP,FrontierAtlas Canonical Knowledge Base,https://poolside.ai,Poolside,150,Premier AI Company: Foundation Models for Software Development,https://poolside.ai,2022,"Generative AI, Foundation Models for Software Development","San Francisco, CA",2026-09-12T12:45:40.801126+00:00
1.0,STARTUP,FrontierAtlas Canonical Knowledge Base,https://magic.dev,Magic,150,Premier AI Company: Ultra-Long Context Models for Software,https://magic.dev,2022,"Generative AI, Ultra-Long Context Models for Software","San Francisco, CA",2026-09-12T12:45:40.801126+00:00
1.0,STARTUP,FrontierAtlas Canonical Knowledge Base,https://abridge.com,Abridge,150,Premier AI Company: Generative AI for Clinical Documentation,https://abridge.com,2022,"Generative AI, Generative AI for Clinical Documentation","San Francisco, CA",2026-09-12T12:45:40.801126+00:00
1.0,STARTUP,FrontierAtlas Canonical Knowledge Base,https://hippocraticai.com,Hippocratic AI,150,Premier AI Company: Safety-Focused Medical LLMs,https://hippocraticai.com,2022,"Generative AI, Safety-Focused Medical LLMs","San Francisco, CA",2026-09-12T12:45:40.801126+00:00
1.0,STARTUP,FrontierAtlas Canonical Knowledge Base,https://sierra.ai,Sierra,150,Premier AI Company: Conversational AI Agents for Enterprise,https://sierra.ai,2022,"Generative AI, Conversational AI Agents for Enterprise","San Francisco, CA",2026-09-12T12:45:40.801126+00:00
1.0,STARTUP,FrontierAtlas Canonical Knowledge Base,https://decagon.ai,Decagon,150,Premier AI Company: AI Customer Support Agents,https://decagon.ai,2022,"Generative AI, AI Customer Support Agents","San Francisco, CA",2026-09-12T12:45:40.801126+00:00
1.0,STARTUP,FrontierAtlas Canonical Knowledge Base,https://cresta.com,Cresta,150,Premier AI Company: Real-time Intelligence for Contact Centers,https://cresta.com,2022,"Generative AI, Real-time Intelligence for Contact Centers","San Francisco, CA",2026-09-12T12:45:40.801126+00:00
1.0,STARTUP,FrontierAtlas Canonical Knowledge Base,https://pika.art,Pika,150,Premier AI Company: AI Video Generation Platform,https://pika.art,2022,"Generative AI, AI Video Generation Platform","San Francisco, CA",2026-09-12T12:45:40.801126+00:00
1.0,STARTUP,FrontierAtlas Canonical Knowledge Base,https://lumalabs.ai,Luma AI,150,Premier AI Company: Neural Radiance Fields & Generative Video,https://lumalabs.ai,2022,"Generative AI, Neural Radiance Fields & Generative Video","San Francisco, CA",2026-09-12T12:45:40.802164+00:00
1.0,STARTUP,FrontierAtlas Canonical Knowledge Base,https://klingai.org,Kling AI,150,Premier AI Company: High-Fidelity AI Video Generation,https://klingai.org,2022,"Generative AI, High-Fidelity AI Video Generation","San Francisco, CA",2026-09-12T12:45:40.802164+00:00
1.0,STARTUP,FrontierAtlas Canonical Knowledge Base,https://vapi.ai,Vapi,150,Premier AI Company: Voice AI Orchestration & Real-time Agents,https://vapi.ai,2022,"Generative AI, Voice AI Orchestration & Real-time Agents","San Francisco, CA",2026-09-12T12:45:40.802164+00:00
1.0,STARTUP,FrontierAtlas Canonical Knowledge Base,https://bland.ai,Bland AI,150,Premier AI Company: Phone Call AI Automation,https://bland.ai,2022,"Generative AI, Phone Call AI Automation","San Francisco, CA",2026-09-12T12:45:40.802164+00:00
1.0,STARTUP,FrontierAtlas Canonical Knowledge Base,https://tavus.io,Tavus,150,Premier AI Company: Conversational Digital Human Video,https://tavus.io,2022,"Generative AI, Conversational Digital Human Video","San Francisco, CA",2026-09-12T12:45:40.802164+00:00
1.0,STARTUP,FrontierAtlas Canonical Knowledge Base,https://heygen.com,HeyGen,150,Premier AI Company: AI Video Generation & Localization,https://heygen.com,2022,"Generative AI, AI Video Generation & Localization","San Francisco, CA",2026-09-12T12:45:40.802164+00:00
1.0,STARTUP,FrontierAtlas Canonical Knowledge Base,https://captions.ai,Captions,150,Premier AI Company: AI Studio for Video Creators,https://captions.ai,2022,"Generative AI, AI Studio for Video Creators","San Francisco, CA",2026-09-12T12:45:40.802164+00:00
1.0,STARTUP,FrontierAtlas Canonical Knowledge Base,https://descript.com,Descript,150,Premier AI Company: AI Video & Audio Editor,https://descript.com,2022,"Generative AI, AI Video & Audio Editor","San Francisco, CA",2026-09-12T12:45:40.802164+00:00
1.0,STARTUP,FrontierAtlas Canonical Knowledge Base,https://phind.com,Phind,150,Premier AI Company: AI Search Engine for Developers,https://phind.com,2022,"Generative AI, AI Search Engine for Developers","San Francisco, CA",2026-09-12T12:45:40.802164+00:00
1.0,STARTUP,FrontierAtlas Canonical Knowledge Base,https://you.com,You.com,150,Premier AI Company: AI Search Engine & Multi-Agent Assistant,https://you.com,2022,"Generative AI, AI Search Engine & Multi-Agent Assistant","San Francisco, CA",2026-09-12T12:45:40.802164+00:00
1.0,STARTUP,FrontierAtlas Canonical Knowledge Base,https://kindo.ai,Kindo,150,Premier AI Company: Enterprise Generative AI Security & Workflow,https://kindo.ai,2022,"Generative AI, Enterprise Generative AI Security & Workflow","San Francisco, CA",2026-09-12T12:45:40.802164+00:00
1.0,STARTUP,Hugging Face Ecosystem,https://huggingface.co/sentence-transformers,Hugging Face,,AI Startup & Model Developer specializing in sentence-similarity.,https://huggingface.co/sentence-transformers,,"Artificial Intelligence, Machine Learning, sentence-similarity",Global / Remote,2026-09-12T12:45:43.719079+00:00
1.0,STARTUP,Hugging Face Ecosystem,https://huggingface.co/cross-encoder,Hugging Face,,AI Startup & Model Developer specializing in text-ranking.,https://huggingface.co/cross-encoder,,"Artificial Intelligence, Machine Learning, text-ranking",Global / Remote,2026-09-12T12:45:43.719079+00:00
1.0,STARTUP,Hugging Face Ecosystem,https://huggingface.co/BAAI,Hugging Face,,AI Startup & Model Developer specializing in feature-extraction.,https://huggingface.co/BAAI,,"Artificial Intelligence, Machine Learning, feature-extraction",Global / Remote,2026-09-12T12:45:43.719079+00:00
1.0,STARTUP,Hugging Face Ecosystem,https://huggingface.co/google,Hugging Face,,AI Startup & Model Developer specializing in AI Intelligence.,https://huggingface.co/google,,"Artificial Intelligence, Machine Learning, AI Intelligence",Global / Remote,2026-09-12T12:45:43.719079+00:00
1.0,STARTUP,Hugging Face Ecosystem,https://huggingface.co/google-bert,Hugging Face,,AI Startup & Model Developer specializing in fill-mask.,https://huggingface.co/google-bert,,"Artificial Intelligence, Machine Learning, fill-mask",Global / Remote,2026-09-12T12:45:43.719079+00:00
1.0,STARTUP,Hugging Face Ecosystem,https://huggingface.co/google-t5,Hugging Face,,AI Startup & Model Developer specializing in translation.,https://huggingface.co/google-t5,,"Artificial Intelligence, Machine Learning, translation",Global / Remote,2026-09-12T12:45:43.719079+00:00
1.0,STARTUP,Hugging Face Ecosystem,https://huggingface.co/amazon,Hugging Face,,AI Startup & Model Developer specializing in time-series-forecasting.,https://huggingface.co/amazon,,"Artificial Intelligence, Machine Learning, time-series-forecasting",Global / Remote,2026-09-12T12:45:43.719079+00:00
1.0,STARTUP,Hugging Face Ecosystem,https://huggingface.co/FacebookAI,Hugging Face,,AI Startup & Model Developer specializing in fill-mask.,https://huggingface.co/FacebookAI,,"Artificial Intelligence, Machine Learning, fill-mask",Global / Remote,2026-09-12T12:45:43.719079+00:00
1.0,STARTUP,Hugging Face Ecosystem,https://huggingface.co/Qwen,Hugging Face,,AI Startup & Model Developer specializing in text-generation.,https://huggingface.co/Qwen,,"Artificial Intelligence, Machine Learning, text-generation",Global / Remote,2026-09-12T12:45:43.719079+00:00
1.0,STARTUP,Hugging Face Ecosystem,https://huggingface.co/Comfy-Org,Hugging Face,,AI Startup & Model Developer specializing in AI Intelligence.,https://huggingface.co/Comfy-Org,,"Artificial Intelligence, Machine Learning, AI Intelligence",Global / Remote,2026-09-12T12:45:43.719079+00:00
1.0,STARTUP,Hugging Face Ecosystem,https://huggingface.co/timm,Hugging Face,,AI Startup & Model Developer specializing in image-classification.,https://huggingface.co/timm,,"Artificial Intelligence, Machine Learning, image-classification",Global / Remote,2026-09-12T12:45:43.719079+00:00
1.0,STARTUP,Hugging Face Ecosystem,https://huggingface.co/trl-internal-testing,Hugging Face,,AI Startup & Model Developer specializing in text-generation.,https://huggingface.co/trl-internal-testing,,"Artificial Intelligence, Machine Learning, text-generation",Global / Remote,2026-09-12T12:45:43.719079+00:00
1.0,STARTUP,Hugging Face Ecosystem,https://huggingface.co/nomic-ai,Hugging Face,,AI Startup & Model Developer specializing in sentence-similarity.,https://huggingface.co/nomic-ai,,"Artificial Intelligence, Machine Learning, sentence-similarity",Global / Remote,2026-09-12T12:45:43.719079+00:00
1.0,STARTUP,Hugging Face Ecosystem,https://huggingface.co/jonatasgrosman,Hugging Face,,AI Startup & Model Developer specializing in automatic-speech-recognition.,https://huggingface.co/jonatasgrosman,,"Artificial Intelligence, Machine Learning, automatic-speech-recognition",Global / Remote,2026-09-12T12:45:43.720078+00:00
1.0,STARTUP,Hugging Face Ecosystem,https://huggingface.co/openai-community,Hugging Face,,AI Startup & Model Developer specializing in text-generation.,https://huggingface.co/openai-community,,"Artificial Intelligence, Machine Learning, text-generation",Global / Remote,2026-09-12T12:45:43.720078+00:00
1.0,STARTUP,Hugging Face Ecosystem,https://huggingface.co/unsloth,Hugging Face,,AI Startup & Model Developer specializing in text-generation.,https://huggingface.co/unsloth,,"Artificial Intelligence, Machine Learning, text-generation",Global / Remote,2026-09-12T12:45:43.720078+00:00
1.0,STARTUP,Hugging Face Ecosystem,https://huggingface.co/intfloat,Hugging Face,,AI Startup & Model Developer specializing in sentence-similarity.,https://huggingface.co/intfloat,,"Artificial Intelligence, Machine Learning, sentence-similarity",Global / Remote,2026-09-12T12:45:43.720078+00:00
1.0,STARTUP,Hugging Face Ecosystem,https://huggingface.co/hexgrad,Hugging Face,,AI Startup & Model Developer specializing in text-to-speech.,https://huggingface.co/hexgrad,,"Artificial Intelligence, Machine Learning, text-to-speech",Global / Remote,2026-09-12T12:45:43.720078+00:00
1.0,STARTUP,Hugging Face Ecosystem,https://huggingface.co/argmaxinc,Hugging Face,,AI Startup & Model Developer specializing in automatic-speech-recognition.,https://huggingface.co/argmaxinc,,"Artificial Intelligence, Machine Learning, automatic-speech-recognition",Global / Remote,2026-09-12T12:45:43.720078+00:00
1.0,STARTUP,Hugging Face Ecosystem,https://huggingface.co/Bingsu,Hugging Face,,AI Startup & Model Developer specializing in AI Intelligence.,https://huggingface.co/Bingsu,,"Artificial Intelligence, Machine Learning, AI Intelligence",Global / Remote,2026-09-12T12:45:43.720078+00:00
1.0,STARTUP,Hugging Face Ecosystem,https://huggingface.co/nvidia,Hugging Face,,AI Startup & Model Developer specializing in text-generation.,https://huggingface.co/nvidia,,"Artificial Intelligence, Machine Learning, text-generation",Global / Remote,2026-09-12T12:45:43.720078+00:00
1.0,STARTUP,Hugging Face Ecosystem,https://huggingface.co/autogluon,Hugging Face,,AI Startup & Model Developer specializing in time-series-forecasting.,https://huggingface.co/autogluon,,"Artificial Intelligence, Machine Learning, time-series-forecasting",Global / Remote,2026-09-12T12:45:43.720078+00:00
1.0,STARTUP,Hugging Face Ecosystem,https://huggingface.co/pyannote,Hugging Face,,AI Startup & Model Developer specializing in automatic-speech-recognition.,https://huggingface.co/pyannote,,"Artificial Intelligence, Machine Learning, automatic-speech-recognition",Global / Remote,2026-09-12T12:45:43.720078+00:00
1.0,STARTUP,Hugging Face Ecosystem,https://huggingface.co/facebook,Hugging Face,,AI Startup & Model Developer specializing in text-generation.,https://huggingface.co/facebook,,"Artificial Intelligence, Machine Learning, text-generation",Global / Remote,2026-09-12T12:45:43.720078+00:00
1.0,STARTUP,Hugging Face Ecosystem,https://huggingface.co/laion,Hugging Face,,AI Startup & Model Developer specializing in audio-classification.,https://huggingface.co/laion,,"Artificial Intelligence, Machine Learning, audio-classification",Global / Remote,2026-09-12T12:45:43.720078+00:00
1.0,STARTUP,Hugging Face Ecosystem,https://huggingface.co/distilbert,Hugging Face,,AI Startup & Model Developer specializing in fill-mask.,https://huggingface.co/distilbert,,"Artificial Intelligence, Machine Learning, fill-mask",Global / Remote,2026-09-12T12:45:43.720078+00:00
1.0,STARTUP,Hugging Face Ecosystem,https://huggingface.co/farbodtavakkoli,Hugging Face,,AI Startup & Model Developer specializing in text-generation.,https://huggingface.co/farbodtavakkoli,,"Artificial Intelligence, Machine Learning, text-generation",Global / Remote,2026-09-12T12:45:43.720078+00:00
1.0,STARTUP,Hugging Face Ecosystem,https://huggingface.co/coqui,Hugging Face,,AI Startup & Model Developer specializing in text-to-speech.,https://huggingface.co/coqui,,"Artificial Intelligence, Machine Learning, text-to-speech",Global / Remote,2026-09-12T12:45:43.720078+00:00
1.0,STARTUP,Hugging Face Ecosystem,https://huggingface.co/ibm-granite,Hugging Face,,AI Startup & Model Developer specializing in feature-extraction.,https://huggingface.co/ibm-granite,,"Artificial Intelligence, Machine Learning, feature-extraction",Global / Remote,2026-09-12T12:45:43.720078+00:00
1.0,STARTUP,Hugging Face Ecosystem,https://huggingface.co/meta-llama,Hugging Face,,AI Startup & Model Developer specializing in text-generation.,https://huggingface.co/meta-llama,,"Artificial Intelligence, Machine Learning, text-generation",Global / Remote,2026-09-12T12:45:43.720078+00:00
1.0,STARTUP,Hugging Face Ecosystem,https://huggingface.co/ProsusAI,Hugging Face,,AI Startup & Model Developer specializing in text-classification.,https://huggingface.co/ProsusAI,,"Artificial Intelligence, Machine Learning, text-classification",Global / Remote,2026-09-12T12:45:43.720078+00:00
1.0,STARTUP,Hugging Face Ecosystem,https://huggingface.co/MiniMaxAI,Hugging Face,,AI Startup & Model Developer specializing in image-text-to-video.,https://huggingface.co/MiniMaxAI,,"Artificial Intelligence, Machine Learning, image-text-to-video",Global / Remote,2026-09-12T12:45:43.720078+00:00
1.0,STARTUP,Hugging Face Ecosystem,https://huggingface.co/dphn,Hugging Face,,AI Startup & Model Developer specializing in text-generation.,https://huggingface.co/dphn,,"Artificial Intelligence, Machine Learning, text-generation",Global / Remote,2026-09-12T12:45:43.720078+00:00
1.0,STARTUP,Hugging Face Ecosystem,https://huggingface.co/answerdotai,Hugging Face,,AI Startup & Model Developer specializing in fill-mask.,https://huggingface.co/answerdotai,,"Artificial Intelligence, Machine Learning, fill-mask",Global / Remote,2026-09-12T12:45:43.720078+00:00
1.0,STARTUP,Hugging Face Ecosystem,https://huggingface.co/microsoft,Hugging Face,,AI Startup & Model Developer specializing in fill-mask.,https://huggingface.co/microsoft,,"Artificial Intelligence, Machine Learning, fill-mask",Global / Remote,2026-09-12T12:45:43.720078+00:00
1.0,STARTUP,Hugging Face Ecosystem,https://huggingface.co/lmstudio-community,Hugging Face,,AI Startup & Model Developer specializing in image-text-to-text.,https://huggingface.co/lmstudio-community,,"Artificial Intelligence, Machine Learning, image-text-to-text",Global / Remote,2026-09-12T12:45:43.720078+00:00
1.0,STARTUP,Hugging Face Ecosystem,https://huggingface.co/ornith-ai,Hugging Face,,AI Startup & Model Developer specializing in text-generation.,https://huggingface.co/ornith-ai,,"Artificial Intelligence, Machine Learning, text-generation",Global / Remote,2026-09-12T12:45:43.720078+00:00
1.0,STARTUP,Hugging Face Ecosystem,https://huggingface.co/deepseek-ai,Hugging Face,,AI Startup & Model Developer specializing in text-generation.,https://huggingface.co/deepseek-ai,,"Artificial Intelligence, Machine Learning, text-generation",Global / Remote,2026-09-12T12:45:43.720078+00:00
1.0,STARTUP,Hugging Face Ecosystem,https://huggingface.co/dbmdz,Hugging Face,,AI Startup & Model Developer specializing in token-classification.,https://huggingface.co/dbmdz,,"Artificial Intelligence, Machine Learning, token-classification",Global / Remote,2026-09-12T12:45:43.720078+00:00
1.0,STARTUP,Hugging Face Ecosystem,https://huggingface.co/datasocietyco,Hugging Face,,AI Startup & Model Developer specializing in sentence-similarity.,https://huggingface.co/datasocietyco,,"Artificial Intelligence, Machine Learning, sentence-similarity",Global / Remote,2026-09-12T12:45:43.720078+00:00
1.0,STARTUP,Hugging Face Ecosystem,https://huggingface.co/Falconsai,Hugging Face,,AI Startup & Model Developer specializing in image-classification.,https://huggingface.co/Falconsai,,"Artificial Intelligence, Machine Learning, image-classification",Global / Remote,2026-09-12T12:45:43.720078+00:00
1.0,STARTUP,Hugging Face Ecosystem,https://huggingface.co/E-MIMIC,Hugging Face,,AI Startup & Model Developer specializing in AI Intelligence.,https://huggingface.co/E-MIMIC,,"Artificial Intelligence, Machine Learning, AI Intelligence",Global / Remote,2026-09-12T12:45:43.720078+00:00
1.0,STARTUP,Hugging Face Ecosystem,https://huggingface.co/EleutherAI,Hugging Face,,AI Startup & Model Developer specializing in text-generation.,https://huggingface.co/EleutherAI,,"Artificial Intelligence, Machine Learning, text-generation",Global / Remote,2026-09-12T12:45:43.720078+00:00
1.0,STARTUP,Hugging Face Ecosystem,https://huggingface.co/cardiffnlp,Hugging Face,,AI Startup & Model Developer specializing in text-classification.,https://huggingface.co/cardiffnlp,,"Artificial Intelligence, Machine Learning, text-classification",Global / Remote,2026-09-12T12:45:43.720078+00:00
1.0,STARTUP,Hugging Face Ecosystem,https://huggingface.co/charactr,Hugging Face,,AI Startup & Model Developer specializing in AI Intelligence.,https://huggingface.co/charactr,,"Artificial Intelligence, Machine Learning, AI Intelligence",Global / Remote,2026-09-12T12:45:43.720078+00:00
1.0,STARTUP,Hugging Face Ecosystem,https://huggingface.co/indonesian-nlp,Hugging Face,,AI Startup & Model Developer specializing in automatic-speech-recognition.,https://huggingface.co/indonesian-nlp,,"Artificial Intelligence, Machine Learning, automatic-speech-recognition",Global / Remote,2026-09-12T12:45:43.720078+00:00
1.0,STARTUP,Hugging Face Ecosystem,https://huggingface.co/audio-cpp,Hugging Face,,AI Startup & Model Developer specializing in text-to-speech.,https://huggingface.co/audio-cpp,,"Artificial Intelligence, Machine Learning, text-to-speech",Global / Remote,2026-09-12T12:45:43.720078+00:00
1.0,STARTUP,Hugging Face Ecosystem,https://huggingface.co/JonathanColetti,Hugging Face,,AI Startup & Model Developer specializing in text-generation.,https://huggingface.co/JonathanColetti,,"Artificial Intelligence, Machine Learning, text-generation",Global / Remote,2026-09-12T12:45:43.720078+00:00
1.0,STARTUP,Hugging Face Ecosystem,https://huggingface.co/datalab-to,Hugging Face,,AI Startup & Model Developer specializing in image-text-to-text.,https://huggingface.co/datalab-to,,"Artificial Intelligence, Machine Learning, image-text-to-text",Global / Remote,2026-09-12T12:45:43.720078+00:00
1.0,STARTUP,Hugging Face Ecosystem,https://huggingface.co/cdiamond,Hugging Face,,AI Startup & Model Developer specializing in image-text-to-text.,https://huggingface.co/cdiamond,,"Artificial Intelligence, Machine Learning, image-text-to-text",Global / Remote,2026-09-12T12:45:43.720078+00:00
1.0,STARTUP,Hugging Face Ecosystem,https://huggingface.co/Xenova,Hugging Face,,AI Startup & Model Developer specializing in feature-extraction.,https://huggingface.co/Xenova,,"Artificial Intelligence, Machine Learning, feature-extraction",Global / Remote,2026-09-12T12:45:43.720078+00:00
